,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
94581,GC-2012-Q2-00051,INTERNATIONAL NETWORK FOR BAMBOO AND RATTAN (INBAR),Beijing,,Contribution agreement with the International Network for Bamboo and Rattan (INBAR) to enable them to provide rural communities in Ethiopia with sustainable access to clean water sources through bamboo-based storage tanks.,,K5A30-12-0004-IP,485000,8/20/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94582,GC-2012-Q2-00052,INTERNATIONAL UNION FOR CONSERVATION OF NATURE/RAMSAR,Geneva,,Assessed contribution with Ramsar Secretariat to protect and conserve wetlands of international importance.,,K2A51-12-0014-IP,190660,9/24/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94583,GC-2012-Q2-00053,INTERNATIONAL UNION FOR THE CONSERVATION OF NATURE,San José,,Contribution Arrangement to the International Union for the Conservation of Nature (IUCN) to develop a series of tools and carry out sensitization activities in Guatemala.,,K5A30-12-0005-IP,662000,8/24/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94584,GC-2012-Q2-00054,KAWARTHA HERITAGE CONSERVANCY,"Peterborough, Ontario",,The purpose of this project is to enable the recipient to identify key areas and engage communities in protecting significant habitat and minimize habitat loss and desgradation from surrounding land use.,,KW405-12-0030-IP,94000,9/24/12,,,,Project funded by multiple federal departments and/or agencies. Multi-year agreement.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94585,GC-2012-Q2-00055,KENSINGTON NORTH WATERSHEDS,"Kensington, Prince Edward Island|Kensington, Île-Du-Prince-Édouard",,"The purpose of this project is to enable the recipient to undertake a multi-year nitrate reduction pilot project, based in an Atlantic Canada ecosystem priority area.",,K2B61-12-0016-IP,60000,8/28/12,,,,Project funded by multiple federal departments and/or agencies. Multi-year agreement.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94586,GC-2012-Q2-00063,MAKIVIK CORPORATION,"Kuujjuaq, Quebec|Kuujjuaq, Québec",,To enable the recipient to document the harvest composition of polar bears in Nunavik with respect to life history and subpopulation identity...,,K2C55-12-0003-IP,50000,9/4/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94587,GC-2012-Q2-00057,LAKE WINNIPEG RESEARCH CONSORTIUM INC.,"Gimli, Manitoba",,The purpose of the project is to facilitate and coordinate monitoring and scientific research activities on Lake Winnipeg.,,K4E31-12-9043,850000,9/26/12,,,,Project funded by multiple federal departments and/or agencies. Multi-year agreement.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94588,GC-2012-Q2-00058,LE CONSEIL DE LA PREMIERE NATION INNUE D'ESSIPIT,"Les Escoumins, Quebec|Les Escoumins, Québec",,Mitigation of the impacts of forest roads on the habitat conditions of the woodland caribou of the Nitassinan of Esspit.,,K2C55-12-0005-IP,175000,9/17/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94589,GC-2012-Q2-00059,LONG POINT WATERFOWL,"Port Rowan, Ontario",,"To enable the recipient to enhance knowledge about the population size, distribution, and ecology of staging waterfowl in Ontario.",,KW405-12-0031-IP,35000,8/28/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94590,GC-2012-Q2-00060,LOWER SIMILKAMEEN INDIAN BAND,"Keremeos, British Columbia|Keremeos, Colombie Britannique",,The purpose of the project is to build capacity for Species at Risk Protection on Lower Similkameen Reserve Lands.,,K2F51-12-0013-IP,48870,9/20/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94591,GC-2012-Q2-00061,LOWER SIMILKAMEEN INDIAN BAND,"Keremeos, British Columbia|Keremeos, Colombie Britannique",,To enable the recipient to further the capacity of First Nations in the South Okanagan Similkameen to participate in the Species at Risk recovery and conservation initiatives.,,K2F51-12-0014-IP,58460,9/20/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94592,GC-2012-Q2-00062,LOWER TRENT REGION CONSERVATION AUTHORITY,"Trenton, Ontario",,"The purpose of this project is to enable the recipient to develop a phosphorous model for the Bay of Quinte watersheds, and investigate the private waste disposal systems having frontages on the Bay of Quinte.",,KW405-12-9034,30000,9/24/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94593,GC-2012-Q2-00064,MANITOBA EDUCATION RESOURCE CENTRE INC.,"Winnipeg, Manitoba",,The purpose of the project is healthy earth protection and recovery of species at risk on First Nations Territories,,K4E31-12-0031-IP,28466,9/20/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94594,GC-2012-Q2-00065,MANITOBA HABITAT HERITAGE CORPORATION,"Winnipeg, Manitoba",,"To enable the recipient to undertake habitat securement, restoration, retention, policy, and management, as outlined in Prairie Habitat Joint Venture Implementation Plan 2007-12 and specified in annual  work plan.",,K4E31-12-9041,260000,9/20/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94595,GC-2012-Q2-00066,MEEWASIN VALLEY AUTHORITY,"Saskatoon, Saskatchewan",,"To enable the recipient to restore 2,813 linear meters of shoreline at selected wetlands near Saskatoon.",,K4E31-12-0014-IP,52794,8/16/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94596,GC-2012-Q2-00089,QUEBEC-LABRADOR FOUNDATION,"Lourdes De Blanc Sablon, Quebec|Lourdes De Blanc Sablon, Québec",,The objective of this project is to reduce by 25% the amount of waste currently going to dumps (80 t per year). Close to 2000 people will actively participate in the project to increase the recycling rate by 50%.,,K4C25-11-0088-IP,38000,12/28/11,,,,"Restatement of agreement originally awarded and reported in Quarter 3 of 2011-2012 in the amount of $82,000 and amended in Quarter 2 of 2012-2013 in the amount of -$44,000.",Environment and Climate Change Canada | Environnement et Changement climatique Canada
94597,GC-2012-Q2-00067,MIRAMICHI RIVER ENVIRONMENTAL ASSESSMENT COMMITTEE,"Miramichi, New Brunswick|Miramichi, Nouveau-Brunswick",,The purpose of this project is to enable the recipient to focus on invasive species monitoring and conducting a range of water quality monitoring programs.,,K2B61-12-0025-IP,82000,9/11/12,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94598,GC-2012-Q2-00073,NATURE CANADA,"Ottawa, Ontario",,The purpose of the project is to enable the recipient to support Important Bird Area conservation in Canada.,,K2A52-12-9008,30000,9/27/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94599,GC-2012-Q2-00068,MOHAWK COUNCIL OF KANESATAKE,"Kanesatake, Quebec|Kanesatake, Québec",,To enable the recipient to carry out field inventories targeting reptile and amphibian species at risk likely to be found in Kanesatake.,,K2C55-12-0002-IP,37000,8/24/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94600,GC-2012-Q2-00069,MOOSE CREE FIRST NATION,"Cochrane, Ontario",,"To enable the recipient to assemble community knowledge on the target species, train community members in the identification and monitoring of avian species at risk. ",,KW405-12-0020-IP,110000,9/4/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94601,GC-2012-Q2-00070,MOUNT ARROWSMITH BIOSPHERE FOUNDATION,"Parksville, British Columbia|Parksville, Colombie Britannique",,To provide ongoing funds to support a full-time coordinator,,K2F51-10-0012-IP,114000,8/16/10,,,,"Restatement of agreement originally awarded and reported in Quarter 2 of 2010-2011 in the amount of $171,000 and amended in Quarter 2 of 2012-2013 in the amount of -$57,000.",Environment and Climate Change Canada | Environnement et Changement climatique Canada
94602,GC-2012-Q2-00077,NORTH COAST CETACEAN SOCIETY,"Qualicum Beach, British Columbia|Qualicum Beach, Colombie Britannique",,To enable recipient to protect local populations of cetaceans at risk and their habitat in collaboration with communities along the North Coast of BC.,,K2F51-12-0007-IP,32000,8/24/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94603,GC-2012-Q2-00071,MOUVEMENT POUR LA VALORISATION DU PATRIMOINE NATUREL MADELINOT/ATTENTION FRAGILE,"Iles De La Madeleine, Quebec|Iles De La Madeleine, Québec",,"Engage the key players, representing all the diversity of the community stakeholders, in the development of a recovery strategy for the species at risk present in the Magdalen Islands.",,K2C55-12-0004-IP,50000,9/11/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94604,GC-2012-Q2-00075,NATURE CONSERVANCY OF CANADA - ONTARIO REGION,"London, Ontario",,"The purpose of the project is to protect and expand species at risk habitat in a highly significant natural area that is known to support several rare songbirds, Eastern Hognosed Snake, Blandings Turtle and unique flora.",,KW405-12-0021-IP,130770,9/4/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94605,GC-2012-Q2-00076,NIAGARA RIVER RESTORATION COUNCIL,"Welland, Ontario",,The purpose of this project is to enable the recipient to restore and protect habitat that will increase biodiversity and improve water quality.,,KW405-12-0026-IP,98000,9/14/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94606,GC-2012-Q2-00078,NUNATUKAVUT COMMUNITY COUNCIL INC.,"Happy Valley - Goose Bay, Newfoundland and Labrador|Happy Valley - Goose Bay, Terre-Neuve-Et-Labrador",,"To enable the recipient to increase membership's knowledge of the current plight of Woodland Caribou, Wolverine, and Ivory Gull, in Labrador, and the recovery efforts underway for these species.",,K4B20-12-9019,41000,9/27/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94607,GC-2012-Q2-00079,OKANAGAN INDIAN EDUCATIONAL RESOURCES SOCIETY,"Penticton, British Columbia|Penticton, Colombie Britannique",,To support ECOmmunity Place Critical Habitat Securement project.,,K2F51-12-0008-IP,40000,9/4/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94608,GC-2012-Q2-00080,OKANAGAN NATION ALLIANCE,"Westbank, British Columbia|Westbank, Colombie Britannique",,To work towards the implementation of a water management plan that will result in long term sustainable benefits to the water quality and quantity of the creek. ,,K4E31-12-0018-IP,44100,9/4/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94609,GC-2012-Q2-00081,ONTARIO STREAMS,"Aurora, Ontario",,The purpose of this project is to enable the recipient to conduct restoration activities for the enhancement and conservation of riparian and wildlife and to improve water quality.,,KW405-12-0007-IP,26000,7/6/12,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94610,GC-2012-Q2-00082,ONTARIO STREAMS,"Aurora, Ontario",,To enable the recipient to help in the rehabilitation of over 3km of Redside Dace habitat.,,KW405-12-0033-IP,38900,9/25/12,,,,Project funded by multiple federal departments and/or agencies. Multi-year agreement.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94611,GC-2012-Q2-00083,ORGANIZATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,Paris,,To support recipient's Tracking System of International Assessments,,K8A41-12-9002,50000,9/28/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94612,GC-2012-Q2-00084,ORGANIZATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,Paris,,To enable the recipient to carry out activities related to the harmonization of the various approaches embodied in the national legislation on the assessment and control of toxic substance of the Organization for Economic Cooperation and Development (OECD) member countries.,,K8A44-12-9001,42000,9/28/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94613,GC-2012-Q2-00085,ORGANIZATION FOR ECONOMIC CO-OPERATION AND DEVELOPMENT,Paris,,The purpose of the project is to address human health and environmental safety aspects of manufactured nanomaterials.,,K8A45-12-9004,50000,9/27/12,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94614,GC-2012-Q3-00151,WORLD MARITIME UNIVERSITY,Malmo,,The purpose of the project is to enable the recipient to continue the Canadian Chair while working with Environment Canada on items related to environmental protection and International Maritime Organization.,,K2A12-11-0008-IP,600000,11/1/11,,,,"Restatement of agreement originally awarded and reported in Quarter 3 of 2011-2012 in the amount of $450,000 and amended in Quarter 3 of 2012-2013 in the amount of $150,000 .Project funded by multiple federal departments and/or agencies. Multi-year agreement.",Environment and Climate Change Canada | Environnement et Changement climatique Canada
94615,GC-2012-Q2-00086,PARTNERS FOR THE SASK. RIVER BASIN,"Saskatoon, Saskatchewan",,The purpose of the project is to encourage participants to take actions that will improve the water quality and quantity in their watershed and to improve fish habitat in their local regions. ,,K4E23-12-9001,33580,9/26/12,,,,Project funded by multiple federal departments and/or agencies. Multi-year agreement.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
94616,GC-2012-Q2-00087,PORCUPINE CARIBOU MGMT. BOARD,"Whitehorse, Yukon",,To enable the recipient to co-operatively manage the Porcupine Caribou and its habitat within Canada.,,KR609-12-0001-IP,31000,9/18/12,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
